software_name,cpe_uri,cpe_vendor,cpe_product,match_confidence,status,nvd_url,last_verified_date,deprecated_at,deprecated_reason,product_id,cpe_coverage_flag,data_quality_notes
LibreSSL,cpe:2.3:a:openbsd:libressl:2.1.1:*:*:*:*:*:*:*,openbsd,libressl,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openbsd%20libressl,2026-08-07,,,libressl,,
Libreswan,cpe:2.3:a:libreswan:libreswan:3.5:*:*:*:*:*:*:*,libreswan,libreswan,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=libreswan%20libreswan,2026-08-07,,,libreswan,,
libsodium,,,,,not_found,,,,,libsodium,,
libssh,cpe:2.3:a:libssh:libssh:0.5.2:*:*:*:*:*:*:*,libssh,libssh,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=libssh%20libssh,2026-08-07,,,libssh,,
libtpms,cpe:2.3:a:libtpms_project:libtpms:-:*:*:*:*:*:*:*,libtpms_project,libtpms,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=libtpms%20libtpms,2026-08-07,,,libtpms,,
Linkerd,cpe:2.3:a:linkerd:linkerd:2.13.0:*:*:*:stable:kubernetes:*:*,linkerd,linkerd,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=linkerd%20linkerd,2026-08-07,,,linkerd,,
Linux IMA/EVM,,,,,not_found,,,,,linux-ima-evm,,
Linux LUKS / dm-crypt,,,,,not_found,,,,,linux-luks-dm-crypt,,
LS2 HSM Family,,,,,not_found,,,,,LS2-HSM-Family,,
LTO-10 PQC-Ready Tape,,,,,not_found,,,,,lto-10-pqc-ready-tape,,
MadQuantum-CM (Spain),,,,,not_found,,,,,madquantum-cm-spain,,
Mandiant (Google Cloud),,,,,not_found,,,,,mandiant-google-cloud,,
MariaDB Server,,,,,not_found,,,,,mariadb-server,,
Marvell LiquidSecurity 2,,,,,not_found,,,,,marvell-liquidsecurity-2,,
Mastercard Quantum-Resistant Contactless,,,,,not_found,,,,,mastercard-quantum-resistant-contactless,,
Mavenir Cloud RAN,,,,,not_found,,,,,mavenir-cloud-ran,,
MAYO Reference Implementation,,,,,not_found,,,,,mayo-reference-implementation,,
Mbed TLS,,,,,not_found,,,,,mbed-tls,,
mbedTLS,cpe:2.3:a:mbed:mbedtls:1.3.10:*:*:*:*:*:*:*,mbed,mbedtls,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mbedtls%20mbedtls,2026-08-07,,,mbed-tls,,
Metaco Harmonize,,,,,not_found,,,,,metaco-harmonize,,
Microchip ATECC608B,,,,,not_found,,,,,microchip-atecc608b,,
Microchip CryptoAutomotive TA100,,,,,not_found,,,,,microchip-cryptoautomotive-ta100,,
Microchip MEC175xB PQC Controllers,,,,,not_found,,,,,microchip-mec175xb-pqc-controllers,,
Microchip PolarFire,,,,,not_found,,,,,microchip-polarfire,,
Microsoft 365,cpe:2.3:a:microsoft:dynamics_365:8.0:*:*:*:*:*:*:*,microsoft,dynamics_365,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20365,2026-08-07,,,microsoft-365,,
Microsoft AD CS,,,,,not_found,,,,,microsoft-ad-cs,,
Microsoft Azure,cpe:2.3:a:microsoft:azure_active_directory_connect:1.1.524.0:*:*:*:*:*:*:*,microsoft,azure_active_directory_connect,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20azure,2026-08-07,,,microsoft-azure,,
Microsoft Defender for Endpoint,cpe:2.3:a:microsoft:defender_for_endpoint:-:*:*:*:*:-:*:*,microsoft,defender_for_endpoint,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20defender%20for%20endpoint,2026-08-07,,,microsoft-defender-for-endpoint,,
Microsoft Edge,cpe:2.3:a:microsoft:edge:-:*:*:*:*:*:*:*,microsoft,edge,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20edge,2026-08-07,,,microsoft-edge,,
Microsoft Entra External ID,,,,,not_found,,,,,microsoft-entra-external-id,,
Microsoft Entra ID,,,,,not_found,,,,,microsoft-entra-id,,
Microsoft Entra Verified ID,,,,,not_found,,,,,microsoft-entra-verified-id,,
Microsoft Hyper-V,cpe:2.3:o:microsoft:windows_server_2008:-:-:*:*:datacenter_without_hyper-v:*:itanium:*,microsoft,windows_server_2008,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20hyper-v,2026-08-07,,,microsoft-hyper-v,,
Microsoft Intune,cpe:2.3:a:microsoft:intune_endpoint_protection:-:*:*:*:*:*:*:*,microsoft,intune_endpoint_protection,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20intune,2026-08-07,,,microsoft-intune,,
Microsoft PQCrypto-LWEKE,,,,,not_found,,,,,microsoft-pqcrypto-lweke,,
Microsoft RDS,,,,,not_found,,,,,microsoft-rds,,
Microsoft Remote Desktop Services (RDS),,,,,not_found,,,,,microsoft-remote-desktop-services-rds,,
Microsoft Research Post-Quantum TLS,,,,,not_found,,,,,Microsoft-Research-Post-Quantum-TLS,,
Microsoft SignTool,,,,,not_found,,,,,microsoft-signtool,,
Microsoft SymCrypt,cpe:2.3:a:microsoft:symcrypt:103.11.0:*:*:*:*:*:*:*,microsoft,symcrypt,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20symcrypt,2026-08-07,,,microsoft-symcrypt,,
MikroTik RouterOS,cpe:2.3:o:mikrotik:routeros:5.15:*:*:*:*:*:*:*,mikrotik,routeros,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mikrotik%20routeros,2026-08-07,,,mikrotik-routeros,,
Mimecast Cloud Integrated,,,,,not_found,,,,,mimecast-cloud-integrated,,
Minimus Cryptographic Module for Java,,,,,not_found,,,,,Minimus-Cryptographic-Module-for-Java,,
MinIO Enterprise,cpe:2.3:a:miniorange:oauth_single_sign_on:48.4.9:*:*:*:enterprise:wordpress:*:*,miniorange,oauth_single_sign_on,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=minio%20enterprise,2026-08-07,,,minio-enterprise,,
ML-DSA-OSH: Open-Source Hardware Implementation of ML-DSA,,,,,not_found,,,,,ML-DSA-OSH-open-source-hardware-implemen,,
mlkem-native,,,,,not_found,,,,,mlkem-native,,
mls-rs (AWS),,,,,not_found,,,,,mls-rs,,
mlspp,,,,,not_found,,,,,mlspp,,
MongoDB Queryable Encryption,,,,,not_found,,,,,mongodb-queryable-encryption,,
Mozilla Firefox,cpe:2.3:a:mozilla:firefox:-:*:*:*:*:*:*:*,mozilla,firefox,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mozilla%20firefox,2026-08-07,,,mozilla-firefox,,
Mozilla NSS,cpe:2.3:a:mozilla:nss:3.20.1:*:*:*:*:*:*:*,mozilla,nss,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mozilla%20nss,2026-08-07,,,mozilla-nss,,
mtc (Merkle Tree Certificates CLI),,,,,not_found,,,,,bwesterb-mtc,,
MTG AG CARA,,,,,not_found,,,,,mtg-ag-cara,,
MTG AG CLM,,,,,not_found,,,,,mtg-ag-clm,,
MTG AG KMS,,,,,not_found,,,,,mtg-ag-kms,,
Mullvad VPN App,,,,,not_found,,,,,mullvad-vpn-app,,
MySQL Community Server,cpe:2.3:a:mysql:mysql_community_server:-:*:*:*:*:*:*:*,mysql,mysql_community_server,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mysql%20community%20server,2026-08-07,,,mysql-community-server,,
MySQL Enterprise Encryption,,,,,not_found,,,,,mysql-enterprise-encryption,,
N-able FIPS Cryptographic Module Java 140-3,,,,,not_found,,,,,N-able-FIPS-Cryptographic-Module-Java-14,,
NEC 5G Core,,,,,not_found,,,,,nec-5g-core,,
NESLIB Cryptographic Library (incl. NesLib_PQML),,,,,not_found,,,,,neslib-cryptographic-library-incl-neslib-pqml,,
NetApp ONTAP 9.16,cpe:2.3:a:netapp:ontap:9.16.1:-:*:*:*:*:*:*,netapp,ontap,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=netapp%20ontap%209.16,2026-08-07,,,netapp-ontap-9-16,,
NetSfere PQC Messaging,,,,,not_found,,,,,netsfere-pqc-messaging,,
Netskope Intelligent DLP,,,,,not_found,,,,,netskope-intelligent-dlp,,
Netskope One PQC,,,,,not_found,,,,,netskope-one-pqc,,
Nexus Group Certificate Manager,,,,,not_found,,,,,nexus-group-certificate-manager,,
Nginx,,,,,not_found,,,,,nginx,,
NGINX Plus,,,,,not_found,,,,,nginx-plus,,
NGINX Plus R33 PQC,,,,,not_found,,,,,nginx-plus-r33-pqc,,
Nimbus JOSE+JWT,,,,,not_found,,,,,nimbus-jose-jwt,,
NixOS,cpe:2.3:o:nixos:nix:0.5:*:*:*:*:*:*:*,nixos,nix,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nixos%20nixos,2026-08-07,,,nixos,,
noble-post-quantum,,,,,not_found,,,,,noble-post-quantum,,
Node.js,cpe:2.3:a:nodejs:node.js:0.10.18:*:*:*:*:*:*:*,nodejs,node.js,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nodejs%20node.js,2026-08-07,,,node-js,,
Nokia Quantum-Safe Networks,,,,,not_found,,,,,nokia-quantum-safe-networks,,
Nokia Quantum-Safe Railways,,,,,not_found,,,,,nokia-quantum-safe-railways,,
NordVPN,cpe:2.3:a:nordvpn:nordvpn:6.14.28.0:*:*:*:*:*:*:*,nordvpn,nordvpn,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nordvpn%20nordvpn,2026-08-07,,,nordvpn,,
Notary Project,cpe:2.3:a:notaryproject:notation:1.0.0:rc1:*:*:*:go:*:*,notaryproject,notation,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=notary%20project,2026-08-07,,,notary-project,,
Novachips NV7X Controller (P2-series SSD),,,,,not_found,,,,,novachips-nv7x-controller-p2-series-ssd,,
Nozomi Networks Guardian,cpe:2.3:a:nozominetworks:guardian:19.0.4:*:*:*:*:*:*:*,nozominetworks,guardian,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nozomi%20networks%20guardian,2026-08-07,,,nozomi-networks-guardian,,
ns-3 Network Simulator,,,,,not_found,,,,,ns3-network-simulator,,
NSS (Mozilla),,,,,not_found,,,,,nss-mozilla,,
NTRU+ Reference Implementation,,,,,not_found,,,,,ntru-reference-implementation,,
NTT PQC Secure Transport,,,,,not_found,,,,,ntt-pqc-secure-transport,,
Nutanix AHV,cpe:2.3:o:nutanix:ahv:-:*:*:*:*:*:*:*,nutanix,ahv,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nutanix%20ahv,2026-08-07,,,nutanix-ahv,,
Nuvoton Cryptographic Library 3.0,,,,,not_found,,,,,Nuvoton-Cryptographic-Library-3-0,,
Nuvoton Cryptographic Library 3.3,,,,,not_found,,,,,Nuvoton-Cryptographic-Library-3-3,,
Nuvoton NCT6694B Cryptographic Engine,,,,,not_found,,,,,nuvoton-nct6694b-cryptographic-engine,,
Nvidia cuPQC,,,,,not_found,,,,,nvidia-cupqc,,
NVIDIA cuPQC SDK,,,,,not_found,,,,,nvidia-cupqc-sdk,,
NXP EdgeLock SE051H,,,,,not_found,,,,,nxp-edgelock-se051h,,
NXP i.MX 94 PQC Processor,,,,,not_found,,,,,nxp-i-mx-94-pqc-processor,,
NXP JCOP 4.5 P71D600,,,,,not_found,,,,,nxp-jcop-4-5-p71d600,,
NXP OrangeBox 2.0 PQC,,,,,not_found,,,,,nxp-orangebox-2-0-pqc,,
NXP S32K5 Automotive PQC MCU,,,,,not_found,,,,,nxp-s32k5-automotive-pqc-mcu,,
NXP SE051 Secure Element,,,,,not_found,,,,,nxp-se051-secure-element,,
OAuth 2.0 / OpenID Connect (OIDC),,,,,not_found,,,,,oauth-2-0-openid-connect-oidc,,
Okta Integration Network,,,,,not_found,,,,,okta-integration-network,,
Okta Workforce Identity,,,,,not_found,,,,,okta-workforce-identity,,
Open Policy Agent (OPA),cpe:2.3:a:openpolicyagent:open_policy_agent:0.9.2:*:*:*:*:*:*:*,openpolicyagent,open_policy_agent,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=open%20policy%20agent%20%28opa%29,2026-08-07,,,open-policy-agent-opa,,
Open Quantum Safe liboqs,cpe:2.3:a:openquantumsafe:liboqs:0.10.1:-:*:*:*:*:*:*,openquantumsafe,liboqs,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=open%20quantum%20safe%20liboqs,2026-08-07,,,liboqs,,
OpenBao,cpe:2.3:a:openbao:openbao:2.0.0:-:*:*:*:*:*:*,openbao,openbao,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openbao%20openbao,2026-08-07,,,openbao,,
OpenMLS,,,,,not_found,,,,,openmls,,
OpenPGP.js,,,,,not_found,,,,,openpgp-js,,
OpenQKDNetwork,,,,,not_found,,,,,openqkdnetwork-qkd-net,,
OpenSSH,cpe:2.3:a:openbsd:openssh:-:*:*:*:*:*:*:*,openbsd,openssh,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openbsd%20openssh,2026-08-07,,,openssh,,
OpenSSL,cpe:2.3:a:openssl:openssl:-:*:*:*:*:*:*:*,openssl,openssl,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openssl%20openssl,2026-09-07,,,openssl,,
OpenSSL 3.5.0,cpe:2.3:a:openssl:openssl:3.5.0:-:*:*:*:*:*:*,openssl,openssl,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openssl%203.5.0,2026-08-07,,,openssl-3-5-0,,
openSUSE Leap,cpe:2.3:o:opensuse_project:leap:42.2:*:*:*:*:*:*:*,opensuse_project,leap,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=opensuse%20leap,2026-08-07,,,opensuse-leap,,
OpenText Content Cloud,,,,,not_found,,,,,opentext-content-cloud,,
OpenVPN,cpe:2.3:a:openvpn:openvpn:-:*:*:*:*:*:*:*,openvpn,openvpn,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openvpn%20openvpn,2026-08-07,,,openvpn,,
OpenWrt,cpe:2.3:o:openwrt:lede:17.01:*:*:*:*:*:*:*,openwrt,lede,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openwrt%20openwrt,2026-08-07,,,openwrt,,
Opera Browser PQC,,,,,not_found,,,,,opera-browser-pqc,,
opgpkcs11 (openpgp-pkcs11-sequoia bridge),,,,,not_found,,,,,pqctoday-opgpkcs11,,
OPNsense,cpe:2.3:a:opnsense:opnsense:16.1.16:*:*:*:*:*:*:*,opnsense,opnsense,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=opnsense%20opnsense,2026-08-07,,,opnsense,,
"OQS Docker Images (nginx, curl, haproxy)",,,,,not_found,,,,,oqs-docker-images-nginx-curl-haproxy,,
OQS-OpenSSL Provider,,,,,not_found,,,,,oqs-openssl-provider,,
oqs-provider,,,,,not_found,,,,,oqs-provider,,
Oracle AI Database 26ai,,,,,not_found,,,,,oracle-ai-database-26ai,,
Oracle Key Vault,,,,,not_found,,,,,oracle-key-vault,,
Oracle Linux 9.7,,,,,not_found,,,,,oracle-linux-9-7,,
Oracle OpenSSL FIPS Provider,,,,,not_found,,,,,Oracle-OpenSSL-FIPS-Provider,,
Orange Business PQC WAN,,,,,not_found,,,,,orange-business-pqc-wan,,
OSR PQC Solutions,,,,,not_found,,,,,osr-pqc-solutions,,
osslsigncode,cpe:2.3:a:osslsigncode_project:osslsigncode:2.3:*:*:*:*:*:*:*,osslsigncode_project,osslsigncode,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=osslsigncode%20osslsigncode,2026-08-07,,,osslsigncode,,
OVHcloud QRNG SSL,,,,,not_found,,,,,ovhcloud-qrng-ssl,,
PacketLight PQC Optical Encryption,,,,,not_found,,,,,packetlight-pqc-optical-encryption,,
Palo Alto Cortex XDR,cpe:2.3:a:paloaltonetworks:cortex_xdr_agent:5.0:*:*:*:*:*:*:*,paloaltonetworks,cortex_xdr_agent,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=palo%20alto%20cortex%20xdr,2026-08-07,,,palo-alto-cortex-xdr,,
Palo Alto GlobalProtect,cpe:2.3:a:paloaltonetworks:globalprotect:1.1.7:*:*:*:*:*:*:*,paloaltonetworks,globalprotect,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=palo%20alto%20globalprotect,2026-08-07,,,palo-alto-globalprotect,,
Palo Alto PAN-OS,cpe:2.3:o:paloaltonetworks:pan-os:5.1.10:*:*:*:*:*:*:*,paloaltonetworks,pan-os,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=palo%20alto%20pan-os,2026-08-07,,,palo-alto-pan-os,,
Palo Alto Prisma SASE,,,,,not_found,,,,,palo-alto-prisma-sase,,
Palo Alto Quantum-Safe Security,,,,,not_found,,,,,palo-alto-quantum-safe-security,,
Paradym (Animo Solutions),,,,,not_found,,,,,paradym-animo-solutions,,
Paramiko (Python SSH),,,,,not_found,,,,,paramiko-python-ssh,,
Patero PQC Gateway,,,,,not_found,,,,,patero-pqc-gateway,,
Payara Server,,,,,not_found,,,,,payara-server,,
pfSense Community Edition,cpe:2.3:a:pfsense:pfsense:2.2.6:*:*:*:community:*:*:*,pfsense,pfsense,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=pfsense%20community%20edition,2026-08-07,,,pfsense-community-edition,,
PhioTX,,,,,not_found,,,2026-09-24,"catalogue product ""PhioTX"" is deprecated",,,
Ping Identity PingFederate,cpe:2.3:a:pingidentity:pingfederate:6.10.1:*:*:*:*:*:*:*,pingidentity,pingfederate,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ping%20identity%20pingfederate,2026-08-07,,,ping-identity-pingfederate,,
pkcs11-provider (pqctoday composite),,,,,not_found,,,,,pqctoday-pkcs11-provider,,
Playwright,,,,,not_found,,,,,microsoft-playwright,,
Polkadot/Substrate,,,,,not_found,,,,,polkadot-substrate,,
Postfix 3.10 PQC,,,,,not_found,,,,,postfix-3-10-pqc,,
PostgreSQL,cpe:2.3:a:postgresql:postgresql:-:*:*:*:*:*:*:*,postgresql,postgresql,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=postgresql%20postgresql,2026-08-07,,,postgresql,,
PostgreSQL pgcrypto,,,,,not_found,,,,,postgresql-pgcrypto,,
PowerDNS PQC DNSSEC,,,,,not_found,,,,,powerdns-pqc-dnssec,,
PQ Code Package,,,,,not_found,,,,,pq-code-package,,
pqc-flow,,,,,not_found,,,,,pqc-flow,,
PQC-LEO,,,,,not_found,,,,,pqc-leo,,
PQCA mldsa-native,,,,,not_found,,,,,PQCA-mldsa-native,,
pQCee CNG Provider,,,,,not_found,,,,,pqcee-cng-provider,,
PQChat Quantum-Safe Messaging,,,,,not_found,,,,,pqchat-quantum-safe-messaging,,
PQClean,cpe:2.3:a:pqclean_project:pqclean:-:*:*:*:*:*:*:*,pqclean_project,pqclean,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=pqclean%20pqclean,2026-08-07,,,pqclean,,
pqcrypto,,,,,not_found,,,,,pqcrypto,,
pqcrypto Python Library,,,,,not_found,,,,,pqcrypto-python-library,,
PQCryptoLib-Core,,,,,not_found,,,,,pqcryptolib-core,,
pqcscan,,,,,not_found,,,,,pqcscan,,
pqctoday-kmip,,,,,not_found,,,,,pqctoday-kmip,,
pqctoday-tpm,,,,,not_found,,,,,pqctoday-tpm,,
pqm4,,,,,not_found,,,,,pqm4,,
PQMagic (Shanghai Jiao Tong University),,,,,not_found,,,,,pqmagic-shanghai-jiao-tong-university,,
PQMicroLib-Core,,,,,not_found,,,,,pqmicrolib-core,,
PQnet,,,,,not_found,,,,,PQnet,,
PQPerform-Lattice,,,,,not_found,,,,,pqperform-lattice,,
PQSecure libpqsecure-rs,,,,,not_found,,,,,PQSecure-libpqsecure-rs,,
PQSecure Technologies HW IP,,,,,not_found,,,,,pqsecure-technologies-hw-ip,,
PQSecure-Agility,,,,,not_found,,,,,PQSecure-Agility,,
PQShield Core,,,,,not_found,,,,,pqcryptolib-core,,
PQShield PQE2E Messaging SDK,,,,,not_found,,,2026-09-24,"catalogue product ""PQShield PQE2E Messaging SDK"" is deprecated",,,
PQShield PQSDK,,,,,not_found,,,,,pqshield-pqsdk,,
Procivis One,,,,,not_found,,,,,procivis-one,,
Project Eleven Solana PQC,,,,,not_found,,,,,project-eleven-solana-pqc,,
Prometheus,cpe:2.3:a:prometheus:prometheus:0.2.0:*:*:*:*:*:*:*,prometheus,prometheus,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=prometheus%20prometheus,2026-08-07,,,prometheus,,
Proofpoint Aegis,,,,,not_found,,,,,proofpoint-aegis,,
Protect AI Guardian,,,,,not_found,,,,,protect-ai-guardian,,
Proton Mail,,,,,not_found,,,,,proton-mail,,
Proton Mail PQC OpenPGP,,,,,not_found,,,,,proton-mail-pqc-openpgp,,
Proton VPN,,,,,not_found,,,,,proton-vpn,,
PUFpqc,,,,,not_found,,,,,pufpqc,,
Pure Storage Purity//FA 6.6,cpe:2.3:a:purestorage:purity\/\/fa:6.6.0:*:*:*:*:*:*:*,purestorage,purity\/\/fa,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=pure%20storage%20purity//fa%206.6,2026-08-07,,,pure-storage-purity-fa-6-6,,
PuTTY,,,,,not_found,,,,,putty,,
PyCryptodome,,,,,not_found,,,,,pycryptodome,,
PyJWT,cpe:2.3:a:pyjwt_project:pyjwt:0.1.6:*:*:*:*:*:*:*,pyjwt_project,pyjwt,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=pyjwt%20pyjwt,2026-08-07,,,pyjwt,,
Python ssl module (CPython stdlib),,,,,not_found,,,,,python-ssl-module,,
Q-CORE Q-Scanner,,,,,not_found,,,,,q-core-q-scanner,,
QAN XLINK PQC,,,,,not_found,,,,,qan-xlink-pqc,,
QApp PQC TLS Gateway (Russia),,,,,not_found,,,,,qapp-pqc-tls-gateway-russia,,
QASM Cryptographic Module,,,,,not_found,,,,,QASM-Cryptographic-Module,,
Qatar QC2 Quantum Center,,,,,not_found,,,,,qatar-qc2-quantum-center,,
Qinvicta TwinStar,,,,,not_found,,,,,qinvicta-twinstar,,
QKDNetSim,,,,,not_found,,,,,qkdnetsim-module,,
QNu Labs QShield,,,,,not_found,,,,,qnu-labs-qshield,,
QPKI,,,,,not_found,,,,,QPKI,,
QRL,,,,,not_found,,,,,qrl,,
QRL 2.0 (Quantum Resistant Ledger),,,,,not_found,,,,,qrl-2-0-quantum-resistant-ledger,,
Qrypt BLAST SDK,,,,,not_found,,,,,qrypt-blast-sdk,,
Qrypt VPN for NVIDIA Jetson,,,,,not_found,,,,,qrypt-vpn-for-nvidia-jetson,,
Qualcomm Snapdragon SPU,,,,,not_found,,,,,qualcomm-snapdragon-spu,,
Qualcomm Snapdragon Trusted Execution Environment,,,,,not_found,,,,,qualcomm-snapdragon-trusted-execution-environment,,
Qualys Cloud Platform,cpe:2.3:a:qualys:private_cloud_platform:10.24.0.0:*:*:*:*:*:*:*,qualys,private_cloud_platform,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=qualys%20cloud%20platform,2026-08-07,,,qualys-cloud-platform,,
Quantinuum Quantum Origin,,,,,not_found,,,,,quantinuum-quantum-origin,,
Quantropi QiSpace STM32,,,,,not_found,,,,,quantropi-qispace-stm32,,
Quantum Bridge DSKE,,,,,not_found,,,,,quantum-bridge-dske,,
Quantum Corporation Cryptographic Module,,,,,not_found,,,,,Quantum-Corporation-Cryptographic-Module,,
Quantum eMotion Sentry-Q,,,,,not_found,,,,,quantum-emotion-sentry-q,,
Quantum Leap Africa (AIMS),,,,,not_found,,,,,quantum-leap-africa-aims,,
Quantum Secure Encryption Corp. QPA v2,,,,,not_found,,,,,Quantum-Secure-Encryption-Corp-QPA-v2,,
Quantum Xchange PhioTX,,,,,not_found,,,,,Quantum-Xchange-PhioTX,,
Quantum Xchange Platform,,,,,not_found,,,,,quantum-xchange-platform,,
QuantumCTek PQC Chip,,,,,not_found,,,,,quantumctek-pqc-chip,,
QuintessenceLabs qSOC,,,,,not_found,,,,,quintessencelabs-qsoc,,
QuintessenceLabs qStream,,,,,not_found,,,,,quintessencelabs-qstream,,
Quranium PQC Blockchain,,,,,not_found,,,,,quranium-pqc-blockchain,,
QuSecure QuProtect R3,,,,,not_found,,,,,qusecure-quprotect-r3,,
QuSecure QuProtect Tactical,,,,,not_found,,,,,qusecure-quprotect-tactical,,
QVerse,,,,,not_found,,,,,qverse,,
R3 Corda,cpe:2.3:a:r3:corda:4.1:*:*:*:open_source:*:*:*,r3,corda,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=r3%20corda,2026-08-07,,,r3-corda,,
Radiant Logic Cryptographic Module for Java,,,,,not_found,,,,,radiant-logic-cryptographic-module-for-java,,
Rakuten Symphony (Symworld),,,,,not_found,,,,,rakuten-symphony-symworld,,
Rambus QSE IP,,,,,not_found,,,,,rambus-qse-ip,,
Rapid7 InsightVM,cpe:2.3:a:rapid7:insightvm:6.4.31:*:*:*:*:*:*:*,rapid7,insightvm,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=rapid7%20insightvm,2026-08-07,,,rapid7-insightvm,,
Realtek RTS5916,,,,,not_found,,,,,realtek-rts5916,,
Recorded Future,,,,,not_found,,,,,recorded-future,,
Red Hat Ansible Automation Platform,cpe:2.3:a:redhat:ansible_automation_platform:1.2:*:*:*:*:*:*:*,redhat,ansible_automation_platform,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=red%20hat%20ansible%20automation%20platform,2026-08-07,,,red-hat-ansible-automation-platform-pqc,,
Red Hat Certificate System 11.0,,,,,not_found,,,,,red-hat-certificate-system-11,,
Red Hat Enterprise Linux 10 PQC,,,,,not_found,,,,,red-hat-enterprise-linux-10-pqc,,
Red Hat Enterprise Linux 10.2,,,,,not_found,,,,,red-hat-enterprise-linux-10-2,,
Red Hat Enterprise Linux 9,cpe:2.3:o:redhat:enterprise_linux:9.0:*:*:*:*:*:*:*,redhat,enterprise_linux,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=red%20hat%20enterprise%20linux%209,2026-08-07,,,red-hat-enterprise-linux-9,,
Red Hat Enterprise Linux 9.8,,,,,not_found,,,,,red-hat-enterprise-linux-9-8,,
